,title,feed_type,link,description,date,image,publisher,stocks,_id
270,LIC Housing Finance consolidated net profit declines 81.68% in the June 2021 quarter,news-article,https://www.business-standard.com/article/news-cm/lic-housing-finance-consolidated-net-profit-declines-81-68-in-the-june-2021-quarter-121072900979_1.html,Sales decline 2.93% to Rs 4864.57 crore,2021-07-29 16:06:00.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'LICH'}],61028e4ae3c08d5f848f95a9
271,"Tatva Chintan, Glenmark Life Sciences IPO, Tech Mahindra, LIC Housing, IDBI Bank stocks in focus",news-article,https://www.financialexpress.com/market/tatva-chintan-glenmark-life-sciences-ipo-tech-mahindra-lic-housing-idbi-bank-stocks-in-focus/2299843/,"Nifty futures were trading 8.50 points up at 15,715.50 on Singaporean Exchange, signaling a tepid opening for BSE Sensex and Nifty 50 on Thursday",2021-07-29 08:51:03.000,https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2021/07/stocksreuters1200.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}","[{'sid': 'BSEL'}, {'sid': 'IDTI'}, {'sid': 'IDBI'}, {'sid': 'LICH'}, {'sid': 'MIRA'}, {'sid': 'TEML'}, {'sid': '.NSEI'}, {'sid': '.NSEBANK'}]",61022541e3c08d5f848f916b
272,"Markets may consolidate post Fed meet; Tech Mahindra, TVS Motors in focus",news-article,https://www.livemint.com/market/stock-market-news/markets-may-consolidate-post-fed-meet-tech-mahindra-tvs-motors-in-focus-11627526334867.html,"Tech Mahindra, TVS Motors Company, Colgate-Palmolive (India), Container Corporation of India, Laurus Labs, , Deepak Nitrite, Oberoi Realty, Union Bank of India, LIC Housing Finance and Ajanta Pharma are key companies which will announce June quarter earnings today.",2021-07-29 08:15:29.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/07/29/600x338/trader1-kxDC--621x414@LiveMint_1627526484384.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'AJPH'}, {'sid': 'COLG'}, {'sid': 'CCRI'}, {'sid': 'DPNT'}, {'sid': 'LAUL'}, {'sid': 'LICH'}, {'sid': 'OEBO'}, {'sid': 'TEML'}, {'sid': 'UNBK'}]",61021961e3c08d5f848f90f7
273,"Stocks to Watch: Adani group, Ashok Leyland, Equitas Holdings, HDFC, Maruti",news-article,https://www.livemint.com/market/stock-market-news/stocks-to-watch-adani-group-ashok-leyland-equitas-holdings-hdfc-maruti-11627523005060.html,"Ajanta Pharma, Dhanuka Agritec, Future Retail, Hawkins Cooker, Indus Towers, JK Lakshmi Cem, Jyothy Labs, Laurus Labs, LIC Housing Finance, Oberoi Realty, PVR, Shriram City, Tech Mahindra, TVS Motor, Union Bank, Welspun Corp, among other companies will report their earnings today.",2021-07-29 08:00:04.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/07/29/600x338/2021-01-06T042009Z_1_LYNXMPEH05072_RTROPTP_3_GLOBAL-MARKETS_1613699417142_1627523389492.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'AJPH'}, {'sid': 'ASOK'}, {'sid': 'EQHL'}, {'sid': 'FRTL'}, {'sid': 'HDFC'}, {'sid': 'JKLC'}, {'sid': 'JYOI'}, {'sid': 'LAUL'}, {'sid': 'LICH'}, {'sid': 'OEBO'}, {'sid': 'PVRL'}, {'sid': 'TEML'}, {'sid': 'TVSM'}, {'sid': 'WGSR'}, {'sid': 'HAWK'}]",61021961e3c08d5f848f90f8
274,LIC Housing Finance approaches SAT on issue of preference shares to LIC,news-article,https://www.thehindubusinessline.com/markets/stock-markets/lic-housing-finance-approaches-sat-on-issue-of-preference-shares-to-lic/article35432237.ece,Exchanges had sought clarification on pricing,2021-07-20 22:34:37.000,https://www.thehindubusinessline.com/migration_catalog/article18274150.ece/ALTERNATES/LANDSCAPE_615/lic-hfl_2539053e,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'LICH'}],60f6faafea35470d561f891c
275,LIC Housing Fin approaches SAT in regard to preferential shares allotment,news-article,https://www.business-standard.com/article/companies/lic-housing-fin-approaches-sat-in-regard-to-preferential-shares-allotment-121072000241_1.html,LIC Housing Finance has approached Securities Appellate Tribunal with regard to company’s proposal of allotting over 4.5 crore preferential shares to its parent company LIC,2021-07-20 11:53:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2013-02/14/full/1360834909-67.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'LICH'}],60f6736fea35470d561f8468
276,LIC Housing Finance approaches SAT; to settle issue on preference shares with exchanges,news-article,https://www.freepressjournal.in/business/lic-housing-finance-approaches-sat-to-settle-issue-on-preference-shares-with-exchanges,LIC Housing Finance has approached Securities Appellate Tribunal (SAT) with regard to company’s proposal of allotting over 4.5 crore preferential shares to its parent company LIC.The company was asked to explain how it arrived at the decision to fix the issue price for the preference share…,2021-07-20 10:23:03.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/freepressjournal%2Fimport%2F2018%2F02%2FW_end_Feb4_pg8_lead-2.jpg?rect=0%2C0%2C800%2C420&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'}",[{'sid': 'LICH'}],60f65accea35470d561f83ac
277,ICICI Prudential Mutual Fund trims shareholding by over 2% in LIC Housing Finance,news-article,https://www.indiainfoline.com/article/news-sector-banking-financials/icici-prudential-mutual-fund-trims-shareholding-by-over-2-in-lic-housing-finance-121072000573_1.html,"The shareholding of the Fund has decreased by more than 2% as compared to the previous disclosure made on April 05, 2021, for 5.03%.",2021-07-20 10:22:00.000,https://pocket-image-cache.com/direct?url=http://content.indiainfoline.com/_media/iifl/img/article/2017-10/13/full/1507866195-5701.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}","[{'sid': 'ICIR'}, {'sid': 'LICH'}]",60f6b63dea35470d561f86db
278,LIC Housing Finance Approaches SAT To Settle Issue On Preference Shares With Stock Exchanges,news-article,https://www.news18.com/news/india/lic-housing-finance-approaches-sat-to-settle-issue-on-preference-shares-with-stock-exchanges-3982643.html,"New Delhi, Jul 19: The housing finance arm of the country’s largest life insurer, LIC Housing Finance, has approached the Securities Appellate Tribunal (SAT) with regard to the company’s proposal of allotting over 4.",2021-07-20 02:24:29.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/static_news18/pix/ibnhome/news18/news18-main.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'LICH'}],60f81f31ea35470d561f8f7e
279,"Top Stocks to Watch: Reliance Industries, LIC Housing Finance, Tata Power Company",news-article,https://www.news18.com/news/business/top-stocks-to-watch-reliance-industries-lic-housing-finance-tata-power-company-3978869.html,"The Indian benchmark indices are likely to open lower on Monday, July 19, following trends in global market and an unceasing spike in Delta variant of the coronavirus in Asian countries dampened investors’ risk appetite.",2021-07-19 12:32:24.000,"https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2021/06/1624332900_sensex.jpg?im=FitAndFill,width=1200,height=675","{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}","[{'sid': 'LICH'}, {'sid': 'RELI'}, {'sid': 'TTPW'}]",60f57bbfea35470d561f7f01
280,"Stocks to Watch: Adani group, Cadila, HDFC Bank, LIC Housing, Telecom stocks",news-article,https://www.livemint.com/market/stock-market-news/stocks-to-watch-adani-group-cadila-hdfc-bank-lic-housing-telecom-stocks-11626635539091.html,"ACC, HCL Tech, HDFC Life, Indian Bank, among other companies will report their earnings today..The Supreme Court will hear the Adjusted Gross Revenue (AGR) case on 19 July, according to reports. In September last year, the apex court had ordered the telecom companies to pay their dues.",2021-07-19 08:19:40.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/07/18/600x338/6af6bbda-8888-11eb-86b1-fff15c0c578a_1623374207749_1626635583626.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'ACC'}, {'sid': 'HCLT'}, {'sid': 'HDBK'}, {'sid': 'INBA'}, {'sid': 'LICH'}]",60f4e5c6ea35470d561f79c1
281,"Barbeque Nation, LIC Housing Finance face heat on independent valuation",news-article,https://www.business-standard.com/article/markets/barbeque-nation-lic-housing-finance-face-heat-on-independent-valuation-121071900017_1.html,"While the companies are saying they are following Sebi guidelines, the regulator is asking them to follow their own guidelines.",2021-07-19 06:10:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-07/19/full/1626635543-7531.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'LICH'}],60f4ce33ea35470d561f7971
