,title,feed_type,link,description,date,image,publisher,stocks,_id
0,G20: How India is Combating Pak-China Cyber Threat & What is ‘Zero Trust’ Model to Prevent Such Attacks - News18,news-article,https://www.news18.com/explainers/g20-how-india-is-combating-pak-china-cyber-threat-what-is-zero-trust-model-to-prevent-such-attacks-8568672.html,G20 Summit: The Indian government has stationed Cyber squads at ITC Maurya where US President Joe Biden would be staying,2023-09-08 10:49:46.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/09/white-background-11-1-169415025916x9.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'ITC'}],64fab34f41042058c3af815b
1,"Chennai: ITC asked to fork out Rs 1 lakh for packing one biscuit less in a pack, says report",news-article,https://www.businesstoday.in/latest/corporate/story/chennai-itc-forks-out-rs-1-lakh-for-packing-one-biscuit-less-in-a-pack-says-report-397138-2023-09-06?utm_source=rssfeed,A Chennai-based consumer forum directed ITC Limited to pay Rs 1 lakh for packing one biscuit less in a 16-biscuit ‘Sun Feast Marie Light’ packet after a consumer filed a case against the firm regarding the issue,2023-09-06 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202309/ezgif-sixteen_nine_82.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}",[{'sid': 'ITC'}],64f84471b5046bd854996436
2,A Biscuit That Cost ITC Rs 1 Lakh,news-article,https://www.bqprime.com/law-and-policy/when-one-biscuit-less-costs-itc-rs-1-lakh,"Even a deficiency of a single unit is a deficiency in service, says a Tamil Nadu consumer redressal forum.",2023-09-06 15:32:37.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-05%2F1e0c41e9-f2c8-4ce8-9511-57b66e8e408b%2FWhatsApp_Image_2022_05_18_at_6_55_17_AM.jpeg?rect=0%2C194%2C1600%2C840&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}",[{'sid': 'ITC'}],64f849fbb5046bd85499643b
3,ITC Ordered To Pay Rs 1 Lakh For 1 Less Biscuit In A Packet; Details Here - News18,news-article,https://www.news18.com/business/itc-ordered-to-pay-rs-1-lakh-for-1-less-biscuit-in-a-packet-details-here-8566219.html,"After a consumer complained about a biscuit missing in a pack, a Chennai-based consumer court disposing a case ordered ITC to pay Rs 1 lakh to the consumer as compensation for adopting unfair trade practices",2023-09-06 15:24:43.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/09/itc-biscuit-rs-1-lakh-169399402916x9.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'ITC'}],64f85137b5046bd854996453
4,"Stock Market Today: Sensex, Nifty Advance For A Third Day Led By Infosys, ITC; Media Stocks Gain",news-article,https://www.bqprime.com/markets/stock-market-live-updates-5-september-2023-gift-nifty-signals-cautious-open-hero-moto-cipla-mm-yes-bank-tata-power-in-focus,"Sensex was closed 152 points, or 0.23%, at 65,780.26, while Nifty was 46 points, or 0.24%, higher at 19,574.90.",2023-09-05 17:13:41.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-09%2F265bce8a-a06d-4f00-a146-9b2721886d4b%2FNSE_reuters.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}, {'sid': '.NIFTYMED'}]",64f69606b5046bd854996096
5,4th G20 Sherpa Meet to Start in Haryana’s Nuh from Sunday - News18,news-article,https://www.news18.com/india/4th-g20-sherpa-meet-to-start-in-haryanas-nuh-from-sunday-8561842.html,"The meeting will be held till September 7 at the ITC Grand Bharat hotel, near Tauru, and Lemon Tree hotel. All the preparations for the meeting have been made, the district administration said on Saturday",2023-09-03 13:00:19.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/09/g20-summit-dress-rehearsals-169363290516x9.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}","[{'sid': 'ITC'}, {'sid': 'LEMO'}]",64f43988948aab0796b87cb3
6,"GST: Businesses Can Claim ITC on Goods Procured for Distribution to Dealers for Sales Target, Says GST AAR - News18",news-article,https://www.news18.com/business/tax/gst-businesses-can-claim-itc-on-goods-procured-for-distribution-to-dealers-for-sales-target-says-gst-aar-8561854.html,"Input tax credit can be availed on taxes paid for procurement of white goods or gold coins for the purpose of incentive to dealer as it is a supply, according to the Karnataka-bench of the AAR",2023-09-03 12:35:33.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/07/untitled-design-2023-07-10t182353.581-168899363916x9.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'ITC'}],64f43286948aab0796b87cae
7,"Sensex, Nifty Trade Higher As Infosys, Axis Bank, RIL Lead: Midday Market Update",news-article,https://www.bqprime.com/markets/sensex-nifty-trade-higher-as-infosys-axis-bank-ril-lead-midday-market-update,ITC and Tata Consultancy Services were also positively adding to the change.,2023-08-30 12:26:47.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-08%2F068216ca-94c0-49ad-b186-d8a6d7425455%2FWhatsApp_Image_2023_07_10_at_10_03_44.jpg?rect=0%2C43%2C1600%2C840&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'AXBK'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': 'TCS'}, {'sid': '.NSEI'}]",64eeec4e9ac9f6751594db51
8,ITC Chairman Hopes India Food Export Bans Are Short-Lived,news-article,https://www.bqprime.com/business/itc-chairman-hopes-india-food-export-bans-are-short-lived,"India’s decision to ban exports of wheat and rice should be short-lived once food supply stabilizes in the country, said Sanjiv Puri, chairman of ITC Ltd.",2023-08-29 14:09:34.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-08%2F38794d03-9f4a-444b-9600-dac62f962bb5%2F_1x_1.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}",[{'sid': 'ITC'}],64ed9b019ac9f6751594d8d9
9,"G20 Summit in Delhi: Joe Biden at ITC Maurya, Xi Jinping At Taj | Who’s Staying Where - News18",news-article,https://www.news18.com/india/2023-g20-new-delhi-summit-joe-biden-itc-maurya-xi-jingping-taj-hotel-who-is-staying-where-in-delhi-8555445.html,"Advance liaison teams from the US, the UK, and China among other countries have already arrived in India for preparations",2023-08-29 14:07:38.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/08/g20-delhi-leaders-summit-169329774216x9.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'ITC'}],64edb1069ac9f6751594d91e
10,GST Form DRC-01C: All You Need to Know About Intimation On ITC Mismatches - News18,news-article,https://www.news18.com/business/tax/gst-form-drc-01c-all-you-need-to-know-about-intimation-on-itc-mismatches-8547112.html,"GST ITC Mismatch: A notification this month proposes to amend the Central Goods and Services Tax Rules with one specific new form called DRC-01C, check details about it",2023-08-23 14:36:31.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/06/gst-council-decisions-168681814916x9.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'ITC'}],64e5ce25ef976d312471cd0d
11,"Sensex, Nifty pare early gains; trade lower on sustained foreign fund outflows",news-article,https://www.thehindubusinessline.com/markets/markets-pare-early-gains-trade-lower-amid-continued-foreign-fund-outflows/article67226043.ece,"Mkt indices open higher but pare gains; Tata Steel, Axis Bank, JSW Steel, Infosys, TCS, RIL gain; Jio Fin Svcs, Airtel, ITC, Kotak Mahindra Bank, IndusInd Bank, M&M lag. Tokyo, HK up; Seoul, Shanghai down. US mkt mixed. No triggers. FIIs offload equities. BSE ekes out marginal gain; Nifty inched up.",2023-08-23 10:45:32.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/cfg3cb/article67223522.ece/alternates/LANDSCAPE_1200/Stock%20Market%20Live%20Today%20-%20Share%20Market.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'AXBK'}, {'sid': 'BRTI'}, {'sid': 'BSEL'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'INBK'}, {'sid': 'JSTL'}, {'sid': 'KTKM'}, {'sid': 'MAHM'}, {'sid': 'MIRA'}, {'sid': 'TISC'}, {'sid': 'TCS'}, {'sid': '.NSEI'}]",64e5992def976d312471cb04
12,Markets pare early gains; trade lower amid continuous foreign fund outflows,news-article,https://www.thehindu.com/business/markets/markets-pare-early-gains-trade-lower-amid-continuous-foreign-fund-outflows/article67226008.ece,"Mumbai bourses open on a high but pare gains; Sensex down 76.55 pts. Nifty at 19,376.35. Tata Steel, Axis Bank, JSW Steel, Infosys, TCS, RIL, UltraTech Cement & NTPC gainers; Jio Financial Services, Bharti Airtel, ITC, Kotak Mahindra Bank, IndusInd Bank & M&M laggards. Tokyo & Hong Kong up, Seoul & …",2023-08-23 10:36:31.000,https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/d0v0jy/article67226038.ece/alternates/LANDSCAPE_1200/PTI07_13_2023_000218A.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}","[{'sid': 'AXBK'}, {'sid': 'BRTI'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'INBK'}, {'sid': 'JSTL'}, {'sid': 'KTKM'}, {'sid': 'MAHM'}, {'sid': 'MIRA'}, {'sid': 'NTPC'}, {'sid': 'TISC'}, {'sid': 'TCS'}, {'sid': 'ULTC'}, {'sid': '.NSEI'}]",64e59682ef976d312471caf4
13,"Stock Market Today: Sensex, Nifty End Flat As ITC Leads; HDFC Bank Drags; RIL M-Cap Drops Over Rs 7,600 Crore",news-article,https://www.bqprime.com/markets/stock-market-live-updates-22-august-2023-gift-nifty-signals-a-cautious-open-adani-union-bank-lemon-tree-welspun-in-focus,"Sensex closed up 4 points, or 0.01%, at 65,220.03, while Nifty was 3 points, or 0.01%, higher at 19,396.45.",2023-08-22 17:12:00.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-08%2F09760343-a981-4b21-a870-05f67d8ca5f3%2Fbse_reuters_1.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'IDTI'}, {'sid': 'HDBK'}, {'sid': 'ITC'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",64e42813ef976d312471c1cf
14,"Sensex, Nifty make gains in early trade on firm global trends",news-article,https://www.thehindubusinessline.com/markets/sensex-nifty-make-gains-in-early-trade-on-firm-global-trends/article67222066.ece,"Equity benchmarks in India extend previous day’s rally; NTPC, M&M, ITC, Tata Motors, Axis Bank, Bajaj Finserv, JSW Steel, L&T gain; Jio Financial Services, TCS, Infosys, Titan lag; US markets, Brent crude, FII inflows influence Indian markets.",2023-08-22 11:05:46.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/frlnax/article67221868.ece/alternates/LANDSCAPE_1200/buzzing%20stocks.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'AXBK'}, {'sid': 'BJFS'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'JSTL'}, {'sid': 'LART'}, {'sid': 'MAHM'}, {'sid': 'MIRA'}, {'sid': 'NTPC'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}, {'sid': 'TCS'}, {'sid': 'TITN'}, {'sid': '.NSEI'}]",64e44eb5ef976d312471c2c8
15,Trade setup for Tuesday: Top 15 things to know before the opening bell,news-article,https://www.moneycontrol.com/news/business/markets/trade-setup-for-tuesday-top-15-things-to-know-before-the-opening-bell-44-11232361.html,"Based on the OI percentage, 81 stocks were on the short-covering list. These included ITC, Granules India, Ipca Laboratories, Lupin, and Atul. A decrease in OI along with a price increase is an indication of short-covering.",2023-08-21 21:24:49.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Sensex_market_Nifty-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'GRAN'}, {'sid': 'ITC'}, {'sid': 'IPCA'}, {'sid': 'LUPN'}]",64e39370f2693c46dad4a7e3
16,"Sensex rebounds 267 points on gains in Infosys, ITC",news-article,https://www.thehindu.com/business/markets/sensex-rebounds-267-points-on-gains-in-infosys-itc/article67219211.ece,"In a range-bound trade, the 30-share BSE Sensex climbed 267.43 points or 0.41% to settle at 65,216.09",2023-08-21 16:28:02.000,https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/j11r0j/article67219229.ece/alternates/LANDSCAPE_1200/Black_Friday14.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}","[{'sid': 'BSEL'}, {'sid': 'ITC'}, {'sid': 'INFY'}]",64e345f3f2693c46dad4a52a
17,"Sensex gains 267 pts, Nifty ends at 19,393 on gains in Infosys, ITC",news-article,https://www.thehindubusinessline.com/markets/sensex-gains-267-pts-nifty-ends-at-19393-on-gains-in-infosys-itc/article67219214.ece,"Equity indices Sensex & Nifty rose on Mon. due to buying in Infosys, ITC & Bajaj Finance. BSE Sensex gained 267.43 pts & NSE Nifty 83.45 pts. Bajaj Finance was biggest gainer. Asian & European markets traded with gains. FIIs offloaded equities worth ₹266.98 cr. Global oil benchmark Brent crude rose …",2023-08-21 16:24:41.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/news/jmigxo/article67219223.ece/alternates/LANDSCAPE_1200/stock%20market%2002159.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'BJFN'}, {'sid': 'BSEL'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",64e34a8ef2693c46dad4a547
18,Buy ITC; target of Rs 535: Motilal Oswal,news-article,https://www.moneycontrol.com/news/business/stocks/buy-itc-target-of-rs-535-motilal-oswal-11230171.html,"Motilal Oswal is bullish on ITC recommended buy rating on the stock with a target price of Rs 535 in its research report dated August 15, 2023.",2023-08-21 14:48:12.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Buy_1280x720_5-770x433.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'ITC'}, {'sid': 'MOFS'}]",64e3311ff2693c46dad4a44e
19,Buy ITC; target of Rs 535: Emkay Global Financial,news-article,https://www.moneycontrol.com/news/business/stocks/buy-itc-target-of-rs-535-emkay-global-financial-11228591.html,"Emkay Global Financial is bullish on ITC has recommended buy rating on the stock with a target price of Rs 535 in its research report dated August 15, 2023.",2023-08-21 13:23:24.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Buy_1280x720_3-770x433.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'EMKS'}, {'sid': 'ITC'}]",64e31c09f2693c46dad4a3a6
20,ITC upside capped for now; avoid metals and specialty chemicals: Sandip Sabharwal,news-article,https://economictimes.indiatimes.com/markets/expert-view/itc-upside-capped-for-now-avoid-metals-and-specialty-chemicals-sandip-sabharwal/articleshow/102891701.cms,"“Overall, the ITC stock is fairly valued at this stage. Further growth triggers for ITC could come in terms of further improved profitability in the FMCG segment as well as progress on hotel de-merger. It could take some time. I would agree with you that near term, the upside looks capped.”",2023-08-21 10:37:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-102891675,width-1070,height-580,imgsize-15384,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'ITC'}],64e2f716f2693c46dad4a219
21,Buy ITC; target of Rs 496: Sharekhan,news-article,https://www.moneycontrol.com/news/business/stocks/buy-itc-target-of-rs-496-sharekhan-11224041.html,"Sharekhan is bullish on ITC has recommended buy rating on the stock with a target price of Rs 496 in its research report dated August 14, 2023.",2023-08-20 19:50:47.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/07/Buy-770x433.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'ITC'}],64e25e36380b7c7c2d51b940
22,"M-cap of seven of top 10 firms down by Rs 80,200 cr; TCS, HDFC Bank biggest laggards",news-article,https://economictimes.indiatimes.com/markets/stocks/news/m-cap-of-seven-of-top-10-firms-down-by-rs-80200-cr-tcs-hdfc-bank-biggest-laggards/articleshow/102871484.cms,"From the top 10 pack, Reliance Industries, Hindustan Unilever and Infosys were the gainers while Tata Consultancy Services (TCS), HDFC Bank, ICICI Bank, ITC, State Bank of India, Bharti Airtel and Bajaj Finance saw a decline in their valuation. The market valuation of TCS tanked Rs 29,894.45 crore t…",2023-08-20 12:49:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-102871512,width-1070,height-580,imgsize-800728,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'BJFN'}, {'sid': 'BRTI'}, {'sid': 'HDBK'}, {'sid': 'HLL'}, {'sid': 'ICBK'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'RELI'}, {'sid': 'SBI'}, {'sid': 'TCS'}]",64e1c8c4380b7c7c2d51b6b7
23,ITC Hotels Demerger: Value and Future Prospects,news-article,https://www.thehindubusinessline.com/portfolio/itc-hotels-demerger-is-the-excitement-justified/article67208806.ece,"ITC’s hotels demerger plan, offering a 1:10 share entitlement ratio, has sparked market interest. While the stock has faced recent pressure, questions remain about the hotels business’ significance in ITC’s overall value. The demerger aims to enhance ROCE and cash flows, potentially leading to impro…",2023-08-18 21:45:30.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/fn2y1m/article67209963.ece/alternates/LANDSCAPE_1200/1693_3_1_2021_17_19_36_1_ITC_HOTEL_GRAND_CHOLA.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'ITC'}],64df9bf9fe5e5e5b7f976167
24,Broker’s call: ITC (Buy),news-article,https://www.thehindubusinessline.com/markets/brokers-call-itc-buy/article67210433.ece,"ITC reported stable 1QFY24 results with revenue and EBITDA growing 10.6% and 10.7% y-y, respectively. Agri business hurt by wheat export ban, while Cigarette division’s net sales rose 11% y-y. Hotels demerged into ITC Hotels, which will leverage company’s strengths. Results in line with estimates, T…",2023-08-18 20:26:29.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/i1pmhd/article67210447.ece/alternates/LANDSCAPE_1200/ITC.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'ITC'}],64df8e49fe5e5e5b7f9760fa
25,"Share Market Highlights 17 August, 2023: Sensex dips 388 pts; Nifty slips below 19,400; Adani Ports, Titan among top gainers",news-article,https://www.thehindubusinessline.com/markets/share-market-highlights-17-august-2023/article67201864.ece,"Sensex, Nifty updates on 17 August 2023 – Snapping their two-day winning run, equity benchmarks Sensex and Nifty closed in the negative territory on Thursday, tracking losses in index majors Reliance Industries, ITC, and HDFC bank amid a weak trend in global markets. The BSE Sensex declined 388.40 p…",2023-08-18 12:24:34.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/96ro17/article67201795.ece/alternates/LANDSCAPE_1200/stock%20market%2017082023.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'APSE'}, {'sid': 'BSEL'}, {'sid': 'IDTI'}, {'sid': 'HDBK'}, {'sid': 'ITC'}, {'sid': 'MIRA'}, {'sid': 'RELI'}, {'sid': 'TITN'}, {'sid': '.NSEI'}]",64def3e7fe5e5e5b7f975b9e
26,"Stock Market Today: Sensex, Nifty Fall After Two-Day Gain As RIL, ITC Drag; Energy Stocks Decline",news-article,https://www.bqprime.com/markets/stock-market-live-gift-nifty-signals-cautious-open-adani-power-jsw-energy-lupin-cipla-paytm-in-focus,"Sensex closed down 388 points, or 0.59%, at 65,151.02, while Nifty was 100 points, or 0.51%, lower at 19,365.25.",2023-08-17 17:09:55.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-09%2Fb3c38378-a076-47f0-9e55-0581c4230220%2F2017_07_11T000000Z_817957802_RC1ED66DFB00_RTRMADP_3_INDIA_NSE_TRADING.JPG?rect=0%2C170%2C4714%2C2475&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",64dd8980fe5e5e5b7f9752b0
27,Markets snap 2-day winning run; Sensex slumps nearly 390 pts on weak global cues,news-article,https://www.thehindubusinessline.com/markets/markets-snap-2-day-winning-run-sensex-slumps-nearly-390-pts-on-weak-global-cues/article67205199.ece,"Equity benchmarks Sensex & Nifty close in negative territory, tracking losses in index majors. Biggest loser ITC, followed by Power Grid, Reliance Industries, Larsen & Toubro, Nestle, Kotak Mahindra Bank, Bajaj Finance & JSW Steel. Asian & European markets trading lower; US markets ended in negativ…",2023-08-17 16:26:43.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/drf4fo/article67205221.ece/alternates/LANDSCAPE_1200/image%20(96).jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'BJFN'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'JSTL'}, {'sid': 'KTKM'}, {'sid': 'LART'}, {'sid': 'MIRA'}, {'sid': 'NEST'}, {'sid': 'RELI'}, {'sid': '.NSEI'}]",64de0489fe5e5e5b7f9756c6
28,"F&O Manual |Nifty tests 19,350, Bank Nifty rebounds after 5-day losing streak",news-article,https://www.moneycontrol.com/news/business/markets/fo-manual-nifty-tests-19350-bank-nifty-rebounds-after-5-day-losing-streak-11207141.html,"Adani Ports, REC Ltd and Birlasoft see a bullish setup, while ITC, JK Cement and Glenmark see a short build-up",2023-08-17 11:49:24.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/06/Collage-Maker-16-Jun-2023-12-31-PM-3038-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APSE'}, {'sid': 'ADIL'}, {'sid': 'BIRS'}, {'sid': 'ITC'}, {'sid': 'JKCE'}, {'sid': 'RECM'}, {'sid': '.NSEBANK'}]",64ddc0c6fe5e5e5b7f975480
29,Spices add masala to consumer stocks,news-article,https://www.thehindubusinessline.com/markets/spices-add-masala-to-consumer-stocks/article67204443.ece,"Spices complex on fire: Unseasonal rains, heatwave, rising demand & El Nino fears drive up shares of major players such as Dabur, Patanjali, ITC, Tata Consumer & Emami. SMEs like Srivari Spices & Foods receive overwhelming response from investors. Growing population, global popularity of Indian cuis…",2023-08-17 11:16:08.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/o0fbj1/article67204444.ece/alternates/LANDSCAPE_1200/13_SM_spice.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'DABU'}, {'sid': 'EMAM'}, {'sid': 'ITC'}, {'sid': 'TACN'}]",64ddb731fe5e5e5b7f975422
30,"Sensex, Nifty trade lower on weak global trends",news-article,https://www.thehindubusinessline.com/markets/sensex-nifty-trade-lower-on-weak-global-trends/article67204365.ece,"Equity indices open muted; ITC, ICICI Bank drag; Asian markets, Brent crude down. FIIs buy ₹722.76 cr. Global cues weak; US Fed minutes, Chinese macro data weigh. Indian market unlikely to break out, sharp correction unlikely.",2023-08-17 10:12:47.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/ipci8g/article67204367.ece/alternates/LANDSCAPE_1200/2023-07-12T103159Z_514088004_RC2J12A1RGP2_RTRMADP_3_INDIA-STOCKS.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'IDTI'}, {'sid': 'ICBK'}, {'sid': 'ITC'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",64dda921fe5e5e5b7f975389
